invoice_id,city,customer_type,gender,product_line,unit_price,quantity,measure_date,measure_time,payment,rating,branch,tax_5_percent,total,cogs,gross_income,gross_margin_percentage
413-80-5761,Naypyitaw,Normal,Female,Sports and travel,26.87,16,2017-09-14,13:00:00,Cash,5.9,C,21.496,451.416,334.25,95,22
945-39-2766,Yangon,Member,Male,Home and lifestyle,83.6,12,2017-12-11,18:00:00,Cash,8,A,50.16,1053.36,523.11,480,47
728-98-4601,Naypyitaw,Normal,Female,Electronic accessories,33.21,18,2017-05-15,13:00:00,Ewallet,9,C,29.889,627.669,506.28,NA,NA
756-10-1035,Mandalay,Normal,Female,Health and beauty,95.53,19,2017-03-11,19:00:00,Credit card,7.8,B,90.7535,1905.8235,1174.27,640,35
326-78-6531,Naypyitaw,Normal,Female,Health and beauty,44.41,1,2017-09-05,13:00:00,Ewallet,5.6,C,2.2205,46.6305,28.13,NA,NA
707-82-2614,Mandalay,Member,Male,Fashion accessories,15.15,9,2017-04-22,10:00:00,Cash,9.5,B,6.8175,143.1675,103.43,32,24
435-16-7917,Naypyitaw,Normal,Male,Electronic accessories,50.73,11,2017-10-27,14:00:00,Ewallet,7.2,C,27.9015,585.9315,311.45,NA,NA
881-73-1771,Yangon,Member,Male,Health and beauty,46.29,20,2017-03-14,16:00:00,Credit card,7.2,A,46.29,972.09,481.6,444,47
903-19-7106,Naypyitaw,Normal,Male,Food and beverages,83.59,5,2017-06-15,13:00:00,Ewallet,9.7,C,20.8975,438.8475,325.72,NA,NA
253-31-3872,Naypyitaw,Member,Female,Sports and travel,24.53,10,2017-06-09,10:00:00,Cash,4.6,C,12.265,257.565,212.88,32,13
872-21-8364,Yangon,Normal,Male,Electronic accessories,39.4,15,2017-02-03,10:00:00,Credit card,6.5,A,29.55,620.55,296.13,294,49
756-81-1241,Yangon,Normal,Female,Health and beauty,29.93,6,2017-10-07,18:00:00,Cash,4.9,A,8.979,188.559,119.47,60,33
669-88-5939,Yangon,Member,Female,Food and beverages,59.93,4,2017-12-13,17:00:00,Credit card,7.2,A,11.986,251.706,146.96,92,38
722-63-2514,Naypyitaw,Normal,Male,Electronic accessories,80.18,20,2017-02-20,12:00:00,Cash,7.7,C,80.18,1683.78,1257.99,345,21
587-48-7474,Naypyitaw,Normal,Female,Food and beverages,98.69,18,2017-01-17,19:00:00,Ewallet,6.1,C,88.821,1865.241,1167.57,NA,NA
575-88-6145,Yangon,Member,Female,Sports and travel,84.27,14,2017-08-14,17:00:00,Credit card,9.8,A,58.989,1238.769,839.51,340,28
547-95-8563,Naypyitaw,Member,Female,Electronic accessories,53.18,12,2017-04-13,12:00:00,Ewallet,4,C,31.908,670.068,407.65,NA,NA
549-26-8859,Mandalay,Normal,Female,Health and beauty,99.71,20,2017-08-23,11:00:00,Credit card,8.4,B,99.71,2093.91,1236.33,757,38
230-27-7073,Mandalay,Normal,Female,Home and lifestyle,56.01,3,2017-04-02,10:00:00,Cash,9.2,B,8.4015,176.4315,92.93,75,44
948-88-7198,Yangon,Member,Male,Health and beauty,69.64,7,2017-08-12,19:00:00,Ewallet,6.7,A,24.374,511.854,435.32,NA,NA
494-15-6095,Naypyitaw,Member,Female,Electronic accessories,37.48,4,2017-07-09,10:00:00,Cash,4.4,C,7.496,157.416,103.25,46,31
752-79-4463,Yangon,Member,Male,Electronic accessories,80,42,2017-03-17,12:00:00,Ewallet,7.7,A,168,3528,2998.06,NA,NA
481-60-1815,Naypyitaw,Normal,Male,Fashion accessories,73.93,10,2017-05-18,16:00:00,Credit card,5.1,C,36.965,776.265,533.8,205,27
534-96-8655,Mandalay,Member,Male,Sports and travel,27.06,20,2017-11-17,10:00:00,Ewallet,8.4,B,27.06,568.26,290.69,NA,NA
576-64-7222,Yangon,Member,Male,Fashion accessories,69.28,4,2017-03-08,17:00:00,Cash,9.4,A,13.856,290.976,175.25,101,36
297-35-4464,Naypyitaw,Normal,Female,Health and beauty,57.49,7,2017-05-02,10:00:00,Credit card,8.9,C,20.1215,422.5515,241.96,160,39
103-70-4228,Naypyitaw,Member,Male,Home and lifestyle,46.38,8,2017-08-31,17:00:00,Cash,8.6,C,18.552,389.592,331.01,40,10
127-30-5375,Mandalay,Normal,Female,Fashion accessories,45.92,18,2017-07-29,15:00:00,Cash,8.8,B,41.328,867.888,555.54,271,32
137-13-7331,Yangon,Member,Female,Home and lifestyle,30.06,12,2017-07-25,13:00:00,Credit card,7.6,A,18.036,378.756,250.92,109,30
757-69-7179,Yangon,Normal,Male,Electronic accessories,78.62,45,2017-03-29,19:00:00,Cash,9.9,A,176.895,3714.795,2877.66,660,18
391-47-7144,Naypyitaw,Normal,Female,Fashion accessories,69.93,17,2017-12-02,12:00:00,Credit card,9.2,C,59.4405,1248.2505,842.26,346,29
437-32-9441,Yangon,Normal,Male,Sports and travel,62.26,18,2017-09-24,14:00:00,Cash,9.5,A,56.034,1176.714,985.88,134,12
375-60-1258,Mandalay,Member,Female,Electronic accessories,61.19,9,2017-04-01,19:00:00,Ewallet,9.9,B,27.5355,578.2455,382.98,NA,NA
431-30-5356,Mandalay,Member,Male,Sports and travel,49.84,3,2017-02-11,19:00:00,Ewallet,9.7,B,7.476,156.996,88.81,NA,NA
270-67-2881,Yangon,Member,Female,Food and beverages,60.51,10,2017-10-28,15:00:00,Cash,8.8,A,30.255,635.355,421.58,183,30
867-54-7108,Yangon,Normal,Male,Electronic accessories,62.36,20,2017-02-02,16:00:00,Credit card,9.1,A,62.36,1309.56,963.99,283,22
329-15-1234,Mandalay,Normal,Male,Fashion accessories,31.13,15,2017-08-11,19:00:00,Ewallet,9.9,B,23.3475,490.2975,345.88,NA,NA
967-48-5277,Naypyitaw,Member,Female,Sports and travel,34.27,11,2017-10-03,12:00:00,Credit card,8.2,C,18.8485,395.8185,229.79,147,39
430-92-9494,Yangon,Member,Male,Health and beauty,84.8,4,2017-02-26,11:00:00,Ewallet,5.8,A,16.96,356.16,244.06,NA,NA
851-23-1009,Naypyitaw,Normal,Female,Fashion accessories,39.56,2,2017-08-11,16:00:00,Credit card,6.4,C,3.956,83.076,61.28,17,22
826-79-1521,Mandalay,Member,Male,Health and beauty,48.88,15,2017-02-24,18:00:00,Cash,6.1,B,36.66,769.86,619.03,114,15
387-78-1913,Naypyitaw,Normal,Female,Electronic accessories,34.52,2,2017-08-17,16:00:00,Ewallet,7.9,C,3.452,72.492,34.7,NA,NA
629-61-5482,Naypyitaw,Member,Male,Sports and travel,33.21,9,2017-04-11,12:00:00,Credit card,7.7,C,14.9445,313.8345,248.46,50,16
234-25-6314,Yangon,Normal,Male,Health and beauty,75.98,16,2017-06-25,15:00:00,Credit card,5.4,A,60.784,1276.464,1017.71,197,16
939-46-6507,Naypyitaw,Member,Female,Food and beverages,24.05,13,2017-12-06,16:00:00,Ewallet,4.9,C,15.6325,328.2825,214.84,NA,NA
768-81-9396,Mandalay,Normal,Male,Sports and travel,96.07,5,2017-07-23,17:00:00,Cash,9.6,B,24.0175,504.3675,357.61,122,25
498-47-8934,Mandalay,Member,Female,Home and lifestyle,84.93,1,2017-01-18,13:00:00,Cash,9.8,B,4.2465,89.1765,58.28,26,31
198-76-5502,Naypyitaw,Normal,Male,Electronic accessories,54.76,7,2017-01-24,18:00:00,Credit card,5.4,C,19.166,402.486,304.94,78,20
692-82-7998,Naypyitaw,Normal,Female,Health and beauty,99.74,10,2017-12-19,16:00:00,Credit card,6.8,C,49.87,1047.27,766.09,231,23
348-33-7122,Yangon,Normal,Female,Fashion accessories,54.24,5,2017-04-20,11:00:00,Ewallet,9,A,13.56,284.76,220.07,NA,NA
452-38-1862,Yangon,Member,Female,Health and beauty,30.27,7,2017-09-24,13:00:00,Ewallet,5.7,A,10.5945,222.4845,145.23,NA,NA
844-19-3558,Naypyitaw,Normal,Male,Sports and travel,58,18,2017-04-22,17:00:00,Credit card,8.9,C,52.2,1096.2,753.69,290,27
648-60-3917,Naypyitaw,Normal,Male,Sports and travel,12.38,15,2017-03-03,14:00:00,Credit card,7.9,C,9.285,194.985,110.7,75,40
816-45-6286,Naypyitaw,Member,Female,Sports and travel,48.12,13,2017-11-19,11:00:00,Cash,7.7,C,31.278,656.838,390.94,234,37
821-92-8675,Mandalay,Normal,Male,Health and beauty,63.3,15,2017-10-23,15:00:00,Cash,8.9,B,47.475,996.975,714.15,235,24
496-98-2027,Naypyitaw,Member,Female,Fashion accessories,19.67,11,2017-07-15,12:00:00,Cash,7.1,C,10.8185,227.1885,166.82,49,22
130-21-4434,Mandalay,Normal,Male,Fashion accessories,85.37,11,2017-12-11,10:00:00,Credit card,6.5,B,46.9535,986.0235,774.29,164,17
121-52-2261,Yangon,Member,Male,Food and beverages,20.53,18,2017-03-30,18:00:00,Ewallet,7.9,A,18.477,388.017,303.89,NA,NA
712-80-5866,Naypyitaw,Normal,Male,Sports and travel,54.39,14,2017-09-23,17:00:00,Credit card,8.4,C,38.073,799.533,607.17,154,20
596-44-4834,Mandalay,Normal,Male,Electronic accessories,71.48,17,2017-12-11,12:00:00,Ewallet,9.6,B,60.758,1275.918,995.72,NA,NA
868-41-8029,Naypyitaw,Member,Female,Health and beauty,84.27,20,2017-04-06,14:00:00,Ewallet,9.3,C,84.27,1769.67,1338.59,NA,NA
836-38-4867,Naypyitaw,Normal,Female,Home and lifestyle,58.75,13,2017-09-24,17:00:00,Cash,5.1,C,38.1875,801.9375,670.18,93,12
144-90-3341,Yangon,Normal,Male,Electronic accessories,56.94,5,2017-10-04,11:00:00,Ewallet,8.8,A,14.235,298.935,255.38,NA,NA
736-72-4425,Naypyitaw,Normal,Female,Sports and travel,15.18,16,2017-09-10,17:00:00,Cash,4.6,C,12.144,255.024,185.32,57,23
370-83-3774,Yangon,Normal,Female,Fashion accessories,21.21,1,2017-09-19,16:00:00,Ewallet,9.3,A,1.0605,22.2705,17.19,NA,NA
603-96-1454,Mandalay,Member,Male,Sports and travel,98.18,16,2017-06-01,14:00:00,Ewallet,4.4,B,78.544,1649.424,805.11,NA,NA
937-86-9657,Naypyitaw,Member,Male,Sports and travel,33.21,10,2017-06-05,17:00:00,Credit card,6.2,C,16.605,348.705,227.82,104,31
931-13-8060,Mandalay,Member,Male,Food and beverages,19.3,14,2017-07-18,10:00:00,Ewallet,4.2,B,13.51,283.71,138.74,NA,NA
601-11-2120,Naypyitaw,Normal,Female,Food and beverages,46.78,11,2017-08-06,16:00:00,Cash,8.8,C,25.729,540.309,288.42,226,43
555-20-7170,Yangon,Member,Female,Electronic accessories,48.78,50,2017-01-01,13:00:00,Credit card,7,A,121.95,2560.95,1385.91,1053,43
413-48-1241,Yangon,Normal,Female,Sports and travel,29.23,5,2017-03-31,10:00:00,Ewallet,7.3,A,7.3075,153.4575,92.21,NA,NA
656-59-9977,Naypyitaw,Member,Male,Home and lifestyle,27.18,16,2017-08-16,19:00:00,Ewallet,7.1,C,21.744,456.624,227.48,NA,NA
900-78-3251,Naypyitaw,Normal,Male,Home and lifestyle,29.23,20,2017-10-04,15:00:00,Ewallet,9.3,C,29.23,613.83,384.51,NA,NA
743-66-6614,Mandalay,Member,Female,Electronic accessories,95.23,10,2017-06-03,17:00:00,Credit card,4.1,B,47.615,999.915,521.12,431,45
332-44-7593,Yangon,Member,Female,Fashion accessories,68.61,12,2017-04-28,11:00:00,Cash,10,A,41.166,864.486,468.25,355,43
148-20-3347,Mandalay,Member,Female,Sports and travel,96.32,11,2017-09-06,17:00:00,Ewallet,8.2,B,52.976,1112.496,872.39,NA,NA
529-79-8975,Yangon,Member,Female,Home and lifestyle,41.27,14,2017-02-06,18:00:00,Ewallet,8.8,A,28.889,606.669,401.68,NA,NA
724-89-5639,Yangon,Member,Male,Home and lifestyle,43.66,8,2017-04-16,11:00:00,Credit card,7.7,A,17.464,366.744,180.29,168,48
589-14-7736,Mandalay,Member,Female,Sports and travel,83.96,8,2017-11-16,19:00:00,Cash,5,B,33.584,705.264,370.82,300,44
997-85-5991,Naypyitaw,Normal,Female,Health and beauty,91.79,14,2017-03-05,11:00:00,Cash,6,C,64.253,1349.313,816.98,468,36
284-51-5451,Naypyitaw,Member,Female,Home and lifestyle,74.28,5,2017-11-30,14:00:00,Ewallet,7.2,C,18.57,389.97,221.4,NA,NA
789-91-5211,Mandalay,Member,Male,Sports and travel,56.68,5,2017-10-05,12:00:00,Cash,8.3,B,14.17,297.57,254.64,28,10
702-41-1477,Mandalay,Normal,Female,Sports and travel,40.87,18,2017-01-07,14:00:00,Credit card,4.1,B,36.783,772.443,401.78,333,45
190-84-5292,Yangon,Normal,Female,Sports and travel,76.77,19,2017-07-31,18:00:00,Credit card,5.3,A,72.9315,1531.5615,1081.12,377,25
485-62-2336,Yangon,Normal,Male,Food and beverages,94.35,9,2017-03-13,18:00:00,Credit card,6.3,A,42.4575,891.6075,561.2,287,33
226-23-9735,Naypyitaw,Normal,Male,Electronic accessories,28.34,12,2017-07-13,12:00:00,Credit card,5.1,C,17.004,357.084,256.39,83,24
916-53-7673,Naypyitaw,Member,Female,Health and beauty,72.81,1,2017-11-03,10:00:00,Cash,4.4,C,3.6405,76.4505,46.57,26,36
334-60-1055,Yangon,Member,Female,Sports and travel,88.33,18,2017-06-05,13:00:00,Ewallet,8.5,A,79.497,1669.437,1235.86,NA,NA
447-75-3497,Yangon,Member,Male,Fashion accessories,65.59,14,2017-01-25,19:00:00,Credit card,6,A,45.913,964.173,639.33,278,30
899-21-9117,Yangon,Normal,Male,Food and beverages,88.25,1,2017-03-27,18:00:00,Ewallet,4.4,A,4.4125,92.6625,63.52,NA,NA
966-87-2634,Yangon,Normal,Male,Electronic accessories,22.96,30,2017-06-06,12:00:00,Credit card,7.7,A,34.44,723.24,416.44,272,39
883-83-8174,Yangon,Normal,Male,Home and lifestyle,54.29,19,2017-01-19,19:00:00,Cash,4.6,A,51.5755,1083.0855,519.18,512,49
401-77-1145,Mandalay,Member,Female,Home and lifestyle,82.01,7,2017-07-20,10:00:00,Ewallet,4.6,B,28.7035,602.7735,329.89,NA,NA
816-14-6068,Mandalay,Member,Male,Electronic accessories,64.74,1,2017-10-08,18:00:00,Cash,5.9,B,3.237,67.977,33.55,31,48
559-30-7407,Mandalay,Member,Female,Electronic accessories,30.81,8,2017-11-21,12:00:00,Credit card,9.8,B,12.324,258.804,143.77,102,41
935-59-3457,Mandalay,Normal,Female,Food and beverages,86.3,18,2017-08-25,12:00:00,Credit card,7,B,77.67,1631.07,1216.84,336,21
971-39-1257,Naypyitaw,Normal,Female,Health and beauty,71.09,3,2017-01-26,16:00:00,Ewallet,5,C,10.6635,223.9335,187.21,NA,NA
915-69-1598,Naypyitaw,Normal,Male,Health and beauty,53.66,12,2017-08-24,17:00:00,Credit card,8.9,C,32.196,676.116,453.44,190,29
898-29-4278,Naypyitaw,Normal,Male,Home and lifestyle,39.52,10,2017-10-30,13:00:00,Credit card,4.3,C,19.76,414.96,331.15,64,16
396-90-6915,Mandalay,Normal,Female,Fashion accessories,40.25,17,2017-10-15,10:00:00,Cash,8.8,B,34.2125,718.4625,432.06,252,36
797-45-4294,Yangon,Normal,Female,Sports and travel,84.25,7,2017-04-12,13:00:00,Cash,7.7,A,29.4875,619.2375,423.34,166,28
145-23-9100,Yangon,Normal,Male,Fashion accessories,22.13,19,2017-06-11,19:00:00,Credit card,5.2,A,21.0235,441.4935,348.43,72,17
911-47-6111,Yangon,Member,Female,Fashion accessories,75.13,8,2017-02-12,16:00:00,Cash,5.9,A,30.052,631.092,379.24,221,36
870-18-2477,Mandalay,Normal,Male,Electronic accessories,83.17,11,2017-06-22,14:00:00,Cash,5.7,B,45.7435,960.6135,732.79,182,19
776-17-9010,Yangon,Member,Male,Electronic accessories,30.66,40,2017-12-09,14:00:00,Ewallet,4.4,A,61.32,1287.72,1054.73,NA,NA
658-72-1626,Naypyitaw,Normal,Male,Electronic accessories,69.35,7,2017-06-28,15:00:00,Cash,4.6,C,24.2725,509.7225,330.83,154,31
516-96-1262,Yangon,Member,Female,Electronic accessories,27.69,12,2017-05-09,19:00:00,Credit card,8.8,A,16.614,348.894,279.22,53,15
111-95-4640,Mandalay,Member,Male,Food and beverages,89.52,4,2017-07-20,17:00:00,Cash,9.9,B,17.904,375.984,185.89,172,48
622-81-4120,Naypyitaw,Member,Male,Fashion accessories,62.08,16,2017-05-11,15:00:00,Ewallet,7.2,C,49.664,1042.944,773.26,NA,NA
530-33-3834,Naypyitaw,Member,Male,Sports and travel,85.47,10,2017-03-11,19:00:00,Ewallet,8.3,C,42.735,897.435,450.27,NA,NA
951-99-7622,Mandalay,Member,Female,Home and lifestyle,21.53,1,2017-05-20,17:00:00,Credit card,9,B,1.0765,22.6065,16.47,5,23
689-25-9077,Mandalay,Normal,Female,Sports and travel,11.2,15,2017-12-16,11:00:00,Credit card,6.9,B,8.4,176.4,132.09,35,21
750-58-7972,Naypyitaw,Normal,Male,Sports and travel,33.09,6,2017-01-27,19:00:00,Ewallet,9,C,9.927,208.467,108.02,NA,NA
709-16-7552,Mandalay,Member,Male,Food and beverages,57.26,3,2017-06-26,19:00:00,Cash,4.3,B,8.589,180.369,111.78,60,34
354-72-1828,Yangon,Member,Female,Health and beauty,62.91,3,2017-02-13,14:00:00,Cash,5.9,A,9.4365,198.1665,127.47,61,32
529-97-6642,Naypyitaw,Member,Male,Fashion accessories,63.27,4,2017-11-21,10:00:00,Credit card,7.3,C,12.654,265.734,227.38,25,10
344-79-5822,Naypyitaw,Member,Male,Food and beverages,64.81,11,2017-03-01,12:00:00,Cash,7.3,C,35.6455,748.5555,393.9,319,44
469-67-6963,Yangon,Member,Female,Sports and travel,27.7,18,2017-04-17,19:00:00,Cash,8,A,24.93,523.53,253.55,245,49
955-87-9273,Yangon,Member,Female,Sports and travel,61.9,10,2017-07-15,14:00:00,Cash,4.1,A,30.95,649.95,553.3,65,10
205-98-5254,Naypyitaw,Member,Female,Home and lifestyle,62.77,5,2017-08-27,16:00:00,Credit card,4,C,15.6925,329.5425,236.29,77,24
153-27-2330,Mandalay,Normal,Male,Fashion accessories,99.92,1,2017-10-22,11:00:00,Cash,5.7,B,4.996,104.916,81.65,18,18
634-64-2147,Naypyitaw,Normal,Male,Electronic accessories,34.75,19,2017-08-04,14:00:00,Cash,6.9,C,33.0125,693.2625,389.26,270,41
149-33-6720,Naypyitaw,Normal,Female,Sports and travel,82.64,14,2017-09-21,14:00:00,Credit card,7.9,C,57.848,1214.808,754.36,402,34
220-41-6970,Yangon,Member,Female,Home and lifestyle,66.25,16,2017-04-25,18:00:00,Cash,6.4,A,53,1113,866.35,193,18
638-91-6426,Naypyitaw,Member,Female,Sports and travel,62.38,9,2017-05-19,13:00:00,Cash,8.7,C,28.071,589.491,499.71,61,10
233-63-4174,Mandalay,Normal,Female,Health and beauty,54.07,15,2017-07-08,14:00:00,Ewallet,8.8,B,40.5525,851.6025,543.6,NA,NA
892-95-6489,Naypyitaw,Member,Female,Electronic accessories,77.29,20,2017-09-04,15:00:00,Ewallet,6,C,77.29,1623.09,927.86,NA,NA
290-38-8430,Mandalay,Member,Female,Fashion accessories,14.38,1,2017-12-31,19:00:00,Ewallet,9.8,B,0.719,15.099,10.63,NA,NA
534-30-1638,Naypyitaw,Normal,Male,Electronic accessories,29,12,2017-09-18,11:00:00,Cash,4.2,C,17.4,365.4,194.94,153,43
824-71-2919,Mandalay,Member,Female,Home and lifestyle,15.92,3,2017-02-25,16:00:00,Credit card,5.1,B,2.388,50.148,42.01,5,12
208-51-7578,Naypyitaw,Member,Female,Sports and travel,35.98,15,2017-10-29,14:00:00,Credit card,6.2,C,26.985,566.685,453.98,85,15
321-37-7485,Yangon,Member,Male,Sports and travel,27.89,1,2017-06-13,11:00:00,Ewallet,9.8,A,1.3945,29.2845,15.88,NA,NA
106-59-9810,Naypyitaw,Member,Female,Sports and travel,39.41,15,2017-03-27,12:00:00,Cash,6.2,C,29.5575,620.7075,455.38,135,22
917-31-3874,Yangon,Normal,Male,Fashion accessories,82.9,6,2017-08-11,13:00:00,Credit card,8.7,A,24.87,522.27,302,195,39
494-77-6571,Yangon,Normal,Male,Fashion accessories,61.4,11,2017-08-02,14:00:00,Credit card,4.4,A,33.77,709.17,384.24,291,43
635-25-7980,Yangon,Normal,Male,Health and beauty,31.64,10,2017-09-19,19:00:00,Ewallet,10,A,15.82,332.22,219.74,NA,NA
911-69-9357,Yangon,Normal,Female,Sports and travel,65.99,12,2017-01-06,14:00:00,Ewallet,8.1,A,39.594,831.474,542.98,NA,NA
690-56-9994,Naypyitaw,Normal,Male,Health and beauty,71.93,10,2017-02-10,19:00:00,Cash,4,C,35.965,755.265,388.51,330,45
607-15-9855,Mandalay,Member,Female,Electronic accessories,80.78,11,2017-07-27,14:00:00,Credit card,5.8,B,44.429,933.009,602.89,285,32
131-78-7169,Naypyitaw,Normal,Male,Sports and travel,92,13,2017-06-23,11:00:00,Credit card,10,C,59.8,1255.8,678.63,517,43
229-51-2180,Naypyitaw,Normal,Female,Health and beauty,83.75,16,2017-02-24,14:00:00,Credit card,8.2,C,67,1407,752.87,587,43
555-84-3607,Naypyitaw,Member,Male,Fashion accessories,31.01,5,2017-06-07,10:00:00,Ewallet,4.2,C,7.7525,162.8025,95.41,NA,NA
383-47-5397,Mandalay,Member,Female,Electronic accessories,96.3,7,2017-09-26,18:00:00,Ewallet,5.6,B,33.705,707.805,338.23,NA,NA
285-20-1577,Naypyitaw,Normal,Male,Home and lifestyle,82.2,4,2017-02-21,16:00:00,Ewallet,6.4,C,16.44,345.24,226.63,NA,NA
468-93-9342,Mandalay,Normal,Female,Sports and travel,39.34,5,2017-06-30,15:00:00,Ewallet,5.5,B,9.835,206.535,139.02,NA,NA
773-96-9236,Mandalay,Member,Male,Sports and travel,98.08,20,2017-05-28,11:00:00,Credit card,9.6,B,98.08,2059.68,1682.8,278,14
720-50-4409,Naypyitaw,Member,Male,Food and beverages,97.43,15,2017-12-17,15:00:00,Cash,6.2,C,73.0725,1534.5225,852.25,609,41
934-74-9459,Yangon,Normal,Female,Home and lifestyle,78.82,8,2017-07-07,12:00:00,Cash,4.9,A,31.528,662.088,545.63,84,13
759-94-4269,Yangon,Normal,Female,Sports and travel,75.22,19,2017-12-22,11:00:00,Cash,4.5,A,71.459,1500.639,1093.15,336,23
665-49-6463,Mandalay,Member,Female,Electronic accessories,99.76,10,2017-03-12,18:00:00,Cash,4.5,B,49.88,1047.48,627.42,370,37
454-46-4104,Mandalay,Normal,Female,Electronic accessories,86.84,6,2017-08-22,16:00:00,Credit card,5.7,B,26.052,547.092,279.75,241,46
429-57-1847,Naypyitaw,Member,Female,Food and beverages,74.81,6,2017-07-15,10:00:00,Cash,8.8,C,22.443,471.303,224.5,224,49
966-55-9668,Yangon,Normal,Female,Home and lifestyle,84.02,1,2017-10-29,13:00:00,Cash,4.5,A,4.201,88.221,61.77,22,26
937-98-9695,Yangon,Normal,Female,Fashion accessories,41.81,10,2017-09-26,12:00:00,Cash,5.5,A,20.905,439.005,267.43,150,36
350-53-7912,Yangon,Member,Female,Home and lifestyle,73.83,20,2017-09-25,12:00:00,Ewallet,5.5,A,73.83,1550.43,1325.2,NA,NA
168-97-3832,Mandalay,Normal,Female,Food and beverages,39.24,7,2017-08-02,10:00:00,Cash,7.4,B,13.734,288.414,199.13,75,27
333-35-3150,Naypyitaw,Member,Male,Electronic accessories,41.52,4,2017-12-09,18:00:00,Cash,9.5,C,8.304,174.384,147.56,18,11
518-89-5551,Naypyitaw,Normal,Female,Food and beverages,93.46,5,2017-10-19,18:00:00,Credit card,6.8,C,23.365,490.665,266.27,201,43
218-56-6777,Mandalay,Normal,Female,Sports and travel,47.6,18,2017-08-01,10:00:00,Cash,9,B,42.84,899.64,554.05,302,35
347-56-1765,Yangon,Member,Male,Sports and travel,12.39,2,2017-02-26,17:00:00,Credit card,5.4,A,1.239,26.019,18.37,6,25
487-69-3686,Mandalay,Member,Male,Fashion accessories,63.82,7,2017-11-24,18:00:00,Cash,5.2,B,22.337,469.077,359.02,87,19
580-36-8713,Naypyitaw,Member,Female,Electronic accessories,69.02,12,2017-12-08,19:00:00,Credit card,6.7,C,41.412,869.652,669.9,158,19
264-27-9198,Naypyitaw,Normal,Male,Sports and travel,28.77,19,2017-12-04,11:00:00,Credit card,5.8,C,27.3315,573.9615,469.38,77,14
578-67-4047,Yangon,Normal,Female,Food and beverages,64.91,3,2017-10-22,15:00:00,Cash,6.4,A,9.7365,204.4665,147.76,46,24
417-47-5449,Mandalay,Member,Male,Home and lifestyle,86.47,3,2017-02-13,12:00:00,Ewallet,8.2,B,12.9705,272.3805,153.06,NA,NA
773-39-8706,Naypyitaw,Member,Male,Health and beauty,84.46,5,2017-04-15,15:00:00,Cash,9.2,C,21.115,443.415,356.69,65,15
147-36-9822,Yangon,Member,Male,Fashion accessories,60.72,8,2017-05-04,13:00:00,Credit card,9.8,A,24.288,510.048,278.01,207,42
448-72-2477,Naypyitaw,Normal,Female,Food and beverages,84.08,11,2017-07-06,18:00:00,Credit card,6.4,C,46.244,971.124,486.46,438,47
481-82-3563,Yangon,Normal,Male,Electronic accessories,56.14,15,2017-07-06,18:00:00,Cash,6.9,A,42.105,884.205,692.77,149,17
119-54-7025,Mandalay,Normal,Male,Home and lifestyle,21.4,5,2017-02-21,13:00:00,Ewallet,4.8,B,5.35,112.35,75.76,NA,NA
265-62-3285,Mandalay,Normal,Female,Home and lifestyle,53.25,1,2017-11-08,11:00:00,Cash,8.3,B,2.6625,55.9125,30.58,22,42
655-14-6836,Naypyitaw,Member,Female,Electronic accessories,78.91,12,2017-05-26,12:00:00,Cash,5.4,C,47.346,994.266,823.85,123,13
682-65-6096,Mandalay,Normal,Male,Sports and travel,59.9,14,2017-10-15,14:00:00,Ewallet,8.2,B,41.93,880.53,660.5,NA,NA
269-68-9545,Naypyitaw,Normal,Female,Electronic accessories,59.75,12,2017-03-04,15:00:00,Ewallet,6.8,C,35.85,752.85,393.7,NA,NA
362-83-5299,Yangon,Normal,Male,Health and beauty,79.52,3,2017-11-22,10:00:00,Cash,4.3,A,11.928,250.488,158,80,33
143-93-7178,Mandalay,Normal,Female,Food and beverages,54.47,9,2017-03-01,12:00:00,Cash,7.1,B,24.5115,514.7415,422.01,68,13
191-64-8106,Yangon,Normal,Female,Food and beverages,11.26,11,2017-06-10,19:00:00,Credit card,7.3,A,6.193,130.053,64.91,58,47
943-93-9483,Naypyitaw,Member,Male,Sports and travel,66.15,8,2017-04-23,12:00:00,Credit card,6.3,C,26.46,555.66,375.16,154,29
699-10-3626,Naypyitaw,Normal,Male,Fashion accessories,61.22,11,2017-04-28,16:00:00,Cash,5.3,C,33.671,707.091,385.36,288,42
421-48-6802,Mandalay,Member,Male,Health and beauty,72.31,11,2017-08-25,14:00:00,Ewallet,9.6,B,39.7705,835.1805,631.35,NA,NA
631-89-5367,Naypyitaw,Normal,Female,Food and beverages,94.27,3,2017-01-21,13:00:00,Cash,6.3,C,14.1405,296.9505,251.3,31,11
379-48-9157,Yangon,Member,Female,Food and beverages,79.57,19,2017-10-10,17:00:00,Cash,8.2,A,75.5915,1587.4215,1050.36,461,30
885-76-5404,Mandalay,Normal,Male,Sports and travel,79.07,18,2017-06-12,14:00:00,Ewallet,4.6,B,71.163,1494.423,1103.93,NA,NA
197-58-8013,Yangon,Member,Female,Fashion accessories,35.37,7,2017-08-27,16:00:00,Cash,4.1,A,12.3795,259.9695,195.21,52,21
679-65-1464,Yangon,Normal,Male,Health and beauty,28.96,14,2017-12-02,10:00:00,Cash,6.6,A,20.272,425.712,326.68,78,19
264-33-4193,Mandalay,Normal,Female,Sports and travel,93.52,8,2017-10-04,15:00:00,Cash,9.1,B,37.408,785.568,433.16,315,42
